vendor_ID artwork_name genre medium
0 95ec9087e98e1a3e4b1f7ad8b3abb7b7c.jpg marina Painting
1 3c94297ad3d875883c067511b2b1a67fc.jpg marina Painting
2 5c45893f8cfd7b5899594dad81ab82b0c.jpg marina Painting
3 608a6e423e4ac38ad9818fce59dab35cc.jpg marina Painting
4 bb4cc44e91590b20ed8859a8361e4cb4c.jpg marina Painting
5 fef8df82a4645daf3d2b4515cd2abd06c.jpg marina Painting
6 86fce14e9b71331cd9ef411d83aca2e3c.jpg marina Painting
7 8b192241507991826a3c604c8dd88e9bc.jpg marina Painting
8 67ffff91474c06310ece95134cca0527c.jpg marina Painting
9 47831953695dba1b98a8ec0e65ada764c.jpg marina Painting
10 269210e1284a4541015f949780d1df9bc.jpg marina Painting
11 d2bb5b47160dbed7d501b2b9f866dd54c.jpg marina Painting
12 3feb5a25f45cb09064edfc124b27898ec.jpg marina Painting
13 ad637b4bad5813122f05957f19e7e920c.jpg marina Painting
14 d42b53edd1a86fa30fa59a5dad35b5aec.jpg marina Painting
15 bd54fb7d8a30a3b1d41c520026eb2313c.jpg marina Painting
16 0a5058dd515c64d9310fa9f9ec35dc89c.jpg marina Painting
17 2e069aea609ceca31084d08414b6a719c.jpg marina Painting
18 52d015e9a13fde1ed730798fd17747dac.jpg marina Painting
19 e044f596400880b06f961ffe6fc5c417c.jpg marina Painting
20 8a5be94afc4b28870e6a2d0defae0076c.jpg marina Painting
21 8035a25cac2185bb95440e38dcdbee2cc.jpg marina Painting
22 d2e496e708c2b95ece9228111459e5e9c.jpg marina Painting
23 4cbdd8d1ccfd575e557b8ffe60f6a5bcc.jpg marina Painting
24 b9a88109aa2c2b450bf06f7033f283f1c.jpg marina Painting
25 c4e93cc5b0b5f35be52c3645653cf154c.jpg marina Painting
26 097c9cc49142af4944516015b0d3e0cdc.jpg marina Painting
27 3cbd4ebcbdcec3dab1e41ff768d9d950c.jpg marina Painting
28 c84704757918001be3fdeceb1919b7b3c.jpg marina Painting
29 fc443e03fc427129bf54da2ab84ea714c.jpg marina Painting
30 eb5243f0320a3fdf4ac1c1ca9186b63fc.jpg marina Painting
31 1fd8bf9607cb9a0e2db99c68742867c1c.jpg marina Painting
32 599e7acdd9e5eba8fd35bf28a48603a9c.jpg marina Painting
33 8f15699b9c32755b5928b63769038291c.jpg marina Painting
34 9810eca42a3ee05386898153e91958b2c.jpg marina Painting
35 3a29450e598ef59ddc8e989fb2ee98dac.jpg marina Painting
36 cfd2f2457d15b5a134643ee30455914ac.jpg marina Painting
37 74d2a6875b19793b877556d4ef1b988fc.jpg marina Painting
38 caeb5ec9ac4de5261801d1f8964b3404c.jpg marina Painting
39 0010829644761c0a5831b5bc83759aa5c.jpg genre-painting Painting
40 0016af02fdf8cfe9c97a0bbfc4e4f160c.jpg genre-painting Painting
41 001c420aec84da3b993b97a95a9e389ec.jpg genre-painting Painting
42 0020de120214d67ae0113cc99983da65c.jpg genre-painting Painting
43 002311826db696076b6624bb6f06d7bbc.jpg genre-painting Painting
44 00253298950dce243a496779e5ba5bbbc.jpg genre-painting Painting
45 0027093a2a92c9a1c5c6170876127669c.jpg genre-painting Painting
46 00296333c45d72149c26620cda580099c.jpg genre-painting Painting
47 0030ed5412e37b0d025062b049467aa3c.jpg genre-painting Painting
48 0037688d7867a711a62bb7352258b5bdc.jpg genre-painting Painting
49 0039f201539c5b41e3c08d09ec9e37b5c.jpg genre-painting Painting
50 0042e90d7c06ce2bb0283569df8f75e2c.jpg genre-painting Painting
51 005263a377d1863e8a922dfa2ab69744c.jpg genre-painting Painting
52 005266c1cdd6c884a376fe005530ea7ec.jpg genre-painting Painting
53 005725840accecd84bdb7ce966c8b822c.jpg genre-painting Painting
54 00575f43a1252534a27056f1742f94b2c.jpg genre-painting Painting
55 005b825c9123013493cc923a4087f65ac.jpg genre-painting Painting
56 006173c0eb29680457b781b34aaeed6ec.jpg genre-painting Painting
57 006239af1ede14812cd9ec67f18d54b8c.jpg genre-painting Painting
58 0074be721b1fa0f39d4b378927a134b5c.jpg genre-painting Painting
59 0076b033aff390f14f3d66da0ad99339c.jpg genre-painting Painting
60 007a3b521808a10308a5c6cacee11646c.jpg genre-painting Painting
61 00861cc6060b8c2d9d6c3615776b2b0ec.jpg genre-painting Painting
62 008a6cdc0064e26f635dcc4e8b041ae0c.jpg genre-painting Painting
63 008c7a7b1e86ab3cff41064e0787d05fc.jpg genre-painting Painting
64 008da6e05ca4f22645c62522a0645458c.jpg genre-painting Painting
65 008e376c091ede7fc21eff9d049535b8c.jpg genre-painting Painting
66 009023db77c42a0d650c38016e46bb4fc.jpg genre-painting Painting
67 00919869737c62153fda3eaf1a70ee69c.jpg genre-painting Painting
68 009757e8f1bdddd8c008d728d716e58fc.jpg genre-painting Painting
69 00980070680a94df67b8e6f3fe144d4ac.jpg genre-painting Painting
70 009dd972a4bce4ffc6226b55b6b6fcd0c.jpg genre-painting Painting
71 00a4542ae66aa9bf53e5aa11525914bac.jpg genre-painting Painting
72 00a7509dd57ea04d2575caf417db275dc.jpg genre-painting Painting
73 00aaeb40254d950fe8173c82640fdf35c.jpg genre-painting Painting
74 00ac1642ad8ea730d310f1b5ebce0b60c.jpg genre-painting Painting
75 00b2df820e3fc99c8c0bf1a5f078f3afc.jpg genre-painting Painting
76 00c3314db3e703ed8b2437e5fecd2944c.jpg genre-painting Painting
77 00cac88aa39ee05ad181c50411ba5d0ac.jpg genre-painting Painting
78 0000785534b06e4b8c86786f687f862a.jpg abstract Painting
79 0003490624883300a2688ac5f269ca02.jpg abstract Painting
80 000423c510d64719bd66f72c94eb93d3.jpg abstract Painting
81 00066eb8fbde6a0780d17cb2e5c2f27e.jpg abstract Painting
82 0009801ce2191053a46f7b991b5fdcba.jpg abstract Painting
83 00183971c5fc0dfd00e95f3629ce39fc.jpg abstract Painting
84 001e0956c460cd69268bd100a7bbb38c.jpg abstract Painting
85 0021b1d5450d5442c607b98b1fde60aa.jpg abstract Painting
86 00230d20187552e16db2513f7a3f7e0c.jpg abstract Painting
87 002b88177e3c4a089c36627ae6c0c569.jpg abstract Painting
88 0033a69e629d478c8d3fb9e6ae029a37.jpg abstract Painting
89 0038c4f0f3b71bab6bf66629bcb24e74.jpg abstract Painting
90 003971aa330e7572931d2201f27213ab.jpg abstract Painting
91 003973ffe6adb3a1ef0af6d420dcbb0b.jpg abstract Painting
92 003df22d8267e938a6a29b7c8128b1a9.jpg abstract Painting
93 004a739f1f259aecefd7bd48e094bda0.jpg abstract Painting
94 00588d9f9fa45e4baa522b84cf1b1b5f.jpg abstract Painting
95 005c6285965b754c30eb487b772f2701.jpg abstract Painting
96 005d2b8c5c7908046229168fa55b5e57.jpg abstract Painting
97 005ec2c12c51f3fa9d49f21d3bbbb550.jpg abstract Painting
98 0065d08a20cb1581c74e5d153737ba3b.jpg abstract Painting
99 0068677138ea0638ca2907fe9998ca53.jpg abstract Painting
100 006dafe022b51156d91164933b4ba1ca.jpg abstract Painting
101 006eb948df5596a1e8f8c692cf70f76d.jpg abstract Painting
102 00729f8505949520b004e0a1145902de.jpg abstract Painting
103 00745c32dabdca8856a0f7c7d8946c26.jpg abstract Painting
104 0075bd9423a8287b79ef413247342887.jpg abstract Painting
105 0076aa17fd2aa605afadaefb2a652b23.jpg abstract Painting
106 00801bf7eeccdef78127868543ead1be.jpg abstract Painting
107 00804887a94851d1ea5b935e95270d5c.jpg abstract Painting
108 00879a2fb68774b916fc713b0e516b89.jpg abstract Painting
109 008bc8c48c8d6e96f69ac51eda639dfb.jpg abstract Painting
110 008f198163c904a8c5a6dd068f95dd96.jpg abstract Painting
111 008ff16f47a53631db7c39fdbf918298.jpg abstract Painting
112 0091562a3be69644c77f1875d942486c.jpg abstract Painting
113 009182dd30ff05749f64f4bb65cacab5.jpg abstract Painting
114 009a85d6bd40d0c6238fa378ece38fc4.jpg abstract Painting
115 009abd7092d68af76603e773ad13b941.jpg abstract Painting
116 009b20a6c5bc11b125d2aba9816665e6.jpg abstract Painting
117 80da499f6d127828d8a76e708f43acecc.jpg cityscape Painting
118 899796bff27dfec522ff08f5f38f936fc.jpg cityscape Painting
119 5223fcf0e25ab37b41843e80f11e2962c.jpg cityscape Painting
120 19e8146f7d3a56fab1dfe2be0ba047fac.jpg cityscape Painting
121 a7e6ecdb015e215d7c359f880ebf7307c.jpg cityscape Painting
122 b061022c68f4ad889e25493f3289ab1dc.jpg cityscape Painting
123 94cc139e88fb0bb9521c1bfba7120005c.jpg cityscape Painting
124 82055cdc6548dc148fc4b90bb59bfdd5c.jpg cityscape Painting
125 808e797cb2b51cbfc49184278a1177c2c.jpg cityscape Painting
126 96722dbd461404b5800c2c30141464a6c.jpg cityscape Painting
127 42554f8a3fe9d8d3e064776813c18a8ac.jpg cityscape Painting
128 81c2392ec2ebf2cf54942f56e5736e8ec.jpg cityscape Painting
129 3ed3e23a72f996858e3675bd8d7da159c.jpg cityscape Painting
130 726d08aeea4ec9bc978490b4529aacb1c.jpg cityscape Painting
131 066d0b63759641f97d119e08b7f3a783c.jpg cityscape Painting
132 805cdebb1481762512e98fb9451e0de5c.jpg cityscape Painting
133 67f96a0e50b2f8070fd413a8e49608c4c.jpg cityscape Painting
134 8a8a1185b90f23d30938cc78c72f4627c.jpg cityscape Painting
135 e56c6c2c8784382dd379bb474079f646c.jpg cityscape Painting
136 5af6f44af5ac9667ef722cadd8be8233c.jpg cityscape Painting
137 571cb43d32182d634a1f75504c3d7490c.jpg cityscape Painting
138 f6e769715f468a94501432b389221087c.jpg cityscape Painting
139 055232d98861d3fbe5e589f85c8b0d67c.jpg cityscape Painting
140 1c9a7464b41e0405541e26043806acc4c.jpg cityscape Painting
141 45c1465929dcfacfb572f09e9940b635c.jpg cityscape Painting
142 76fdbea391cfe6b02e082d8dd794be10c.jpg cityscape Painting
143 e185c7708f03ad91a2197a5ad2d77531c.jpg cityscape Painting
144 f39afac91819118046bc4986084f9527c.jpg cityscape Painting
145 02b01ef103f8b483530b5526b9615bb3c.jpg cityscape Painting
146 742324867893efdcb4f63216910fec17c.jpg cityscape Painting
147 e49c117840b48182c9d99606649cd3c8c.jpg cityscape Painting
148 a4feff8b5e44d34fccdf6fef0a045159c.jpg cityscape Painting
149 952b53c28f202f79e6ad458fd506c11ec.jpg cityscape Painting
150 e63546500e9a03dcd23ce453220d18a2c.jpg cityscape Painting
151 6c1936d20be3a890b0334f4a85e96de0c.jpg cityscape Painting
152 af501b42e012c7669ac5121d399f2c19c.jpg cityscape Painting
153 f1d74a03a8f6389dfbbb8c2a5aa07440c.jpg cityscape Painting
154 3d8e67ad6d7134040306b64c55b8f7b3c.jpg cityscape Painting
155 8d647395f20cfe0843d75c3f6f4b7cdfc.jpg cityscape Painting
156 fd7176bee45a6bf5feb902350c225ec0c.jpg flower-painting Painting
157 2bc72f919edca099f6312b1a997b69a5c.jpg flower-painting Painting
158 c1a49e01c7c17ff02dbf89de97b43e35c.jpg flower-painting Painting
159 c23b792ae51c7e7725b75dfea6290548c.jpg flower-painting Painting
160 54518307cab93a4910aea46afdf617e5c.jpg flower-painting Painting
161 2400f8950bbe3175c56b4a48a4e8e783c.jpg flower-painting Painting
162 4ac3ae11815b7c79388b9b90f284444cc.jpg flower-painting Painting
163 86a5f3e263fea73f1d88c122631089dec.jpg flower-painting Painting
164 fab6dd766f9b8234639b5df30f979682c.jpg flower-painting Painting
165 54b8e6b54af0e33ade09414c3763b159c.jpg flower-painting Painting
166 dc5cabd840995757c69f77816e6d1bd5c.jpg flower-painting Painting
167 ab1b9344d348a922b4dd97b50bab84b4c.jpg flower-painting Painting
168 45cf632a79a0df42806b09568372fea6c.jpg flower-painting Painting
169 09acaa9dd9232cba7b15d9a821fa28d2c.jpg flower-painting Painting
170 c172f0a196981a750e5d06f75740529cc.jpg flower-painting Painting
171 a131347710181a90248bcef57843dbfbc.jpg flower-painting Painting
172 26150ff8bc4ed470f0ab79ed87ae1ae9c.jpg flower-painting Painting
173 7b96fe857fdd21b259d718d12eb4dca2c.jpg flower-painting Painting
174 797dd00140d283a62a100a8cf7ad6f3cc.jpg flower-painting Painting
175 91d3cc58354af80bb0e9b846551695f2c.jpg flower-painting Painting
176 15f0b6c271ed758d0325c02ccf0b25bfc.jpg flower-painting Painting
177 a0b59611c520b03cefa3504930c57c19c.jpg flower-painting Painting
178 4701424a0aa656fc00decb65447ad866c.jpg flower-painting Painting
179 45cc33634444f4aaf64fcb51b00f3654c.jpg flower-painting Painting
180 a26553ea86955ffcbf8ab34fe1f3d83dc.jpg flower-painting Painting
181 d1a69884f34753fb7851bba581380a43c.jpg flower-painting Painting
182 a55bd192f1453b4518117e19c6f511f0c.jpg flower-painting Painting
183 efb33922af3f528db90f8cd413a3a6d7c.jpg flower-painting Painting
184 ab85a4ed4881413b0eb6c4fd81c89ab2c.jpg flower-painting Painting
185 a3dee5de8b51ec756c7b3e4f9641b28dc.jpg flower-painting Painting
186 0220f4daf4fa72728f19822797a83c0dc.jpg flower-painting Painting
187 fe4b679b4336ca03da7394ee9b050f2fc.jpg flower-painting Painting
188 40345454b765784f55c74a455f831248c.jpg flower-painting Painting
189 b334bd9bb16d6c4b8e96f216be5a3b51c.jpg flower-painting Painting
190 42dfd8d25c92b06fd4efcee303bce2afc.jpg flower-painting Painting
191 e5cdb862884fc9c6772d38e9f96c9d77c.jpg flower-painting Painting
192 eb5f210db5ee07e0d5ffa93d59c77c16c.jpg flower-painting Painting
193 35e854c806beaae80595f820a8fb7b08c.jpg flower-painting Painting
194 65083402546c09984a7ddd61751e564dc.jpg flower-painting Painting
195 2e0e4e7d780c1a32c1763b2d7b91a183c.jpg religious-painting Painting
196 f791350fa05e7dd2224c30e70cd2b071c.jpg religious-painting Painting
197 2175752a25bf6cf22ac0c0f6be86e5bdc.jpg religious-painting Painting
198 38c71b7fd0b8e1afe2e235362b578426c.jpg religious-painting Painting
199 f104e25c6a6d4fb919e8abb522a5ea44c.jpg religious-painting Painting
200 a074765c4a632aaf4fc5e2a136b23f74c.jpg religious-painting Painting
201 6cac127b2ed67b303451fd6b7688b64cc.jpg religious-painting Painting
202 2dd5fc14f89c1c56a68afc8244095342c.jpg religious-painting Painting
203 c3c2d1a48266eff674c85e7ac8065a68c.jpg religious-painting Painting
204 3cb74ccc57cddef5a803008d517ebe6ac.jpg religious-painting Painting
205 0ac8a6d2b2fe6ecea1dded5718ce27c4c.jpg religious-painting Painting
206 f83b5af6a6f300a2cb4a5eee741e0940c.jpg religious-painting Painting
207 b73ac4545b5f8216128c2e2b48fe22f2c.jpg religious-painting Painting
208 4978b3266c9611bfe13cf48990276afbc.jpg religious-painting Painting
209 92915e4751a35ca523bfc4148a5de25ac.jpg religious-painting Painting
210 4644c845848a62a9d5d06d14ac3dc027c.jpg religious-painting Painting
211 968a586528a51b3854e38d1ac9d7a364c.jpg religious-painting Painting
212 08876b3ab1dd54aa55c623500ce81229c.jpg religious-painting Painting
213 a0cd87805ed0e144fdf70bb6ff7ca45ec.jpg religious-painting Painting
214 6d254d62cd7ed15cfbe41b935b2ab05ac.jpg religious-painting Painting
215 068d54d2dff6036e83797f6a1291ba80c.jpg religious-painting Painting
216 adfbe8ec27c5ac909de7b461dde61e08c.jpg religious-painting Painting
217 db9262e39f7ead6f0c050c091191f9fbc.jpg religious-painting Painting
218 d2dc8b1c169886e18c8ba26d7a700f60c.jpg religious-painting Painting
219 d1d8cb9d980bffae46f6928ad344defbc.jpg religious-painting Painting
220 33f924bf51333c98b6bec521e94348c5c.jpg religious-painting Painting
221 fa06199d9f9db0ad4fc534da33893e14c.jpg religious-painting Painting
222 3e45667a34905a24ab2d4bd626fa8d58c.jpg religious-painting Painting
223 a468aa04a84d07257e2843bcf23e7ef2c.jpg religious-painting Painting
224 8ca96d677c8fe49ad6d8d5ca77ae858fc.jpg religious-painting Painting
225 398e6559a772449984b509b53a589487c.jpg religious-painting Painting
226 5a7197b0072fbd0ee10b46ddf09360e5c.jpg religious-painting Painting
227 a11b8e07206bd1d5a306b2714230a6bac.jpg religious-painting Painting
228 10fd55137649c24f47d33ab05433ea57c.jpg religious-painting Painting
229 6363658157fc175ff44f4bfba2a16840c.jpg religious-painting Painting
230 601969c8a51ae27bba025b62beafbc14c.jpg religious-painting Painting
231 19686a3c9c4031440be7d397826154f7c.jpg religious-painting Painting
232 a47bf5a1d9e599778ed53fb4dcc9e1cdc.jpg religious-painting Painting
233 58977926c66f39088eb2f0f824e10fa9c.jpg religious-painting Painting
234 c8842630a3216bf8df3f7f8b164e9405c.jpg figurative Painting
235 2e772d8dbabb2ddb940008994337bf0ec.jpg figurative Painting
236 c588b82e5cbccb53b0828b1481f03122c.jpg figurative Painting
237 fa2725a8df4b55a4ccb6bbad66bc7d2bc.jpg figurative Painting
238 3447ccb94c232bca4ba213458ebea9abc.jpg figurative Painting
239 3db2ee7afd1f46b8350bb5472ff7140dc.jpg figurative Painting
240 bd2dfd5aca12759f316ab574f6a94480c.jpg figurative Painting
241 e25c8c382b2b71eac648dbd287b77f5dc.jpg figurative Painting
242 91fdc1026cbb4ac105267868f4c9d56ac.jpg figurative Painting
243 a3cc94b8b0339b7242d9990a6aefb55dc.jpg figurative Painting
244 0c3e1a63b89386ac2fb47c208132c5e0c.jpg figurative Painting
245 a7f0b3b42c10affb70df2c1b17938bf9c.jpg figurative Painting
246 4480bb53283864d63a29825774c0a1c2c.jpg figurative Painting
247 d3ec9013d8c92233c08afb5c76ade643c.jpg figurative Painting
248 ea47e93fb23b7b18d24c426a40811459c.jpg figurative Painting
249 530ec9bd7f9e091f04df22c7ac4ce02dc.jpg figurative Painting
250 aa51e33c67baad5a616c462c623383a2c.jpg figurative Painting
251 d283f4e874cfe7251b8612a44a2e2bd3c.jpg figurative Painting
